ELEMENT,HOLE,X,Y
OCS,O0,-47.53685673,-5.783233576
RIM,R0,-47.58703735,-5.71724272
OCS,O0,-47.63664018,-5.650816474
RIM,R0,-47.68566145,-5.583959897
OCS,O0,-47.73409742,-5.516678079
RIM,R0,-47.78194442,-5.448976145
OCS,O0,-47.82919879,-5.380859251
RIM,R0,-47.87585694,-5.312332583
OCS,O0,-47.92191531,-5.24340136
RIM,R0,-47.9673704,-5.174070833
OCS,O0,-48.01221874,-5.104346279
RIM,R0,-48.05645691,-5.03423301
OCS,O0,-48.10008156,-4.963736365
RIM,R0,-48.14308936,-4.892861712
OCS,O0,-48.18547702,-4.821614448
RIM,R0,-48.22724134,-4.75
OCS,O0,-48.26837911,-4.678023821
RIM,R0,-48.30888722,-4.605691392
OCS,O0,-48.34876257,-4.533008222
RIM,R0,-48.38800213,-4.459979846
OCS,O0,-48.42660292,-4.386611826
RIM,R0,-48.46456198,-4.312909748
OCS,O0,-48.50187644,-4.238879225
RIM,R0,-48.53854344,-4.164525894
OCS,O0,-48.5745602,-4.08985542
RIM,R0,-48.60992398,-4.014873487
OCS,O0,-48.64463207,-3.939585805
RIM,R0,-48.67868185,-3.863998109
OCS,O0,-48.71207071,-3.788116155
RIM,R0,-48.74479611,-3.711945721
OCS,O0,-48.77685556,-3.635492607
RIM,R0,-48.80824662,-3.558762637
OCS,O0,-48.8389669,-3.481761654
RIM,R0,-48.86901405,-3.404495521
OCS,O0,-48.8983858,-3.326970122
RIM,R0,-48.9270799,-3.249191362
OCS,O0,-48.95509417,-3.171165163
RIM,R0,-48.98242647,-3.092897467
OCS,O0,-49.00907472,-3.014394236
RIM,R0,-49.0350369,-2.935661447
OCS,O0,-49.06031103,-2.856705095
RIM,R0,-49.08489518,-2.777531195
OCS,O0,-49.10878748,-2.698145775
RIM,R0,-49.13198611,-2.61855488
OCS,O0,-49.15448931,-2.538764573
RIM,R0,-49.17629535,-2.458780928
OCS,O0,-49.19740258,-2.378610039
RIM,R0,-49.2178094,-2.298258008
OCS,O0,-49.23751424,-2.217730957
RIM,R0,-49.25651562,-2.137035016
OCS,O0,-49.27481207,-2.056176332
RIM,R0,-49.29240221,-1.975161063
OCS,O0,-49.30928469,-1.893995377
RIM,R0,-49.32545824,-1.812685456
OCS,O0,-49.34092162,-1.731237492
RIM,R0,-49.35567365,-1.649657688
OCS,O0,-49.36971321,-1.567952256
RIM,R0,-49.38303924,-1.486127418
OCS,O0,-49.3956507,-1.404189406
RIM,R0,-49.40754665,-1.322144459
OCS,O0,-49.41872618,-1.239998826
RIM,R0,-49.42918844,-1.157758762
OCS,O0,-49.43893263,-1.075430531
RIM,R0,-49.44795801,-0.993020401
OCS,O0,-49.45626388,-0.910534649
RIM,R0,-49.46384963,-0.827979556
OCS,O0,-49.47071467,-0.745361409
RIM,R0,-49.47685848,-0.662686501
OCS,O0,-49.48228059,-0.579961126
RIM,R0,-49.48698058,-0.497191584
OCS,O0,-49.49095811,-0.41438418
RIM,R0,-49.49421286,-0.331545219
OCS,O0,-49.49674459,-0.248681009
RIM,R0,-49.4985531,-0.165797861
OCS,O0,-49.49963827,-0.082902087
RIM,R0,-49.5,-3.48273E-13
OCS,O1,-47,0
ICS,I1,-46.99973346,0.061085748
OCS,O1,-46.99893387,0.122166845
ICS,I1,-46.99760127,0.183238638
OCS,O1,-46.99573579,0.244296477
ICS,I1,-46.99333755,0.305335712
OCS,O1,-46.99040674,0.366351694
ICS,I1,-46.98694359,0.427339777
OCS,O1,-46.98294835,0.488295316
ICS,I1,-46.97842134,0.54921367
OCS,O1,-46.97336289,0.610090199
ICS,I1,-46.96777339,0.670920268
OCS,O1,-46.96165327,0.731699243
ICS,I1,-46.95500299,0.792422496
OCS,O1,-46.94782306,0.853085404
ICS,I1,-46.94011403,0.913683346
OCS,O1,-46.93187648,0.974211707
ICS,I1,-46.92311104,1.034665878
OCS,O1,-46.91381838,1.095041255
ICS,I1,-46.90399921,1.155333241
OCS,O1,-46.89365427,1.215537244
ICS,I1,-46.88278435,1.275648678
OCS,O1,-46.87139028,1.335662968
ICS,I1,-46.85947293,1.395575541
OCS,O1,-46.84703321,1.455381836
ICS,I1,-46.83407205,1.515077298
OCS,O1,-46.82059045,1.57465738
ICS,I1,-46.80658944,1.634117547
OCS,O1,-46.79207008,1.693453269
ICS,I1,-46.77703348,1.752660028
OCS,O1,-46.76148078,1.811733316
ICS,I1,-46.74541317,1.870668633
OCS,O1,-46.72883187,1.929461491
ICS,I1,-46.71173814,1.988107413
OCS,O1,-46.69413329,2.046601933
ICS,I1,-46.67601866,2.104940597
OCS,O1,-46.65739561,2.163118961
ICS,I1,-46.63826559,2.221132595
OCS,O1,-46.61863003,2.278977081
ICS,I1,-46.59849044,2.336648015
OCS,O1,-46.57784835,2.394141003
ICS,I1,-46.55670532,2.451451669
OCS,O1,-46.53506299,2.508575647
ICS,I1,-46.51292298,2.565508587
OCS,O1,-46.49028698,2.622246154
ICS,I1,-46.46715673,2.678784027
OCS,O1,-46.44353397,2.735117899
ICS,I1,-46.41942052,2.791243482
OCS,O1,-46.3948182,2.847156502
ICS,I1,-46.3697289,2.902852699
OCS,O1,-46.34415451,2.958327832
ICS,I1,-46.31809699,3.013577678
OCS,O1,-46.29155832,3.068598028
ICS,I1,-46.26454053,3.123384692
OCS,O1,-46.23704567,3.177933498
ICS,I1,-46.20907583,3.232240293
OCS,O1,-46.18063315,3.28630094
ICS,I1,-46.15171979,3.340111322
OCS,O1,-46.12233795,3.393667342
ICS,I1,-46.09248987,3.446964921
OCS,O1,-46.06217783,3.5
ICS,I1,-46.03140412,3.552768541
OCS,O1,-46.0001711,3.605266524
ICS,I1,-45.96848115,3.657489953
OCS,O1,-45.93633667,3.70943485
ICS,I1,-45.90374012,3.761097258
OCS,O1,-45.87069398,3.812473245
ICS,I1,-45.83720075,3.863558897
OCS,O1,-45.80326301,3.914350324
ICS,I1,-45.76888332,3.964843658
OCS,O1,-45.73406431,4.015035054
ICS,I1,-45.69880863,4.06492069
OCS,O1,-45.66311896,4.114496766
ICS,I1,-45.62699802,4.163759507
OCS,O1,-45.59044857,4.212705162
ICS,I1,-45.55347338,4.261330003
OCS,O1,-45.51607528,4.309630327
ICS,I1,-45.4782571,4.357602456
OCS,O1,-45.44002173,4.405242737
ICS,I1,-45.40137208,4.452547542
OCS,O1,-45.3623111,4.499513268
ICS,I1,-45.32284176,4.546136338
OCS,O1,-45.28296706,4.592413203
ICS,I1,-45.24269005,4.638340338
OCS,O1,-45.20201378,4.683914245
ICS,I1,-45.16094136,4.729131453
OCS,O1,-45.11947591,4.77398852
ICS,I1,-45.0776206,4.81848203
OCS,O1,-45.0353786,4.862608593
ICS,I1,-44.99275314,4.90636485
OCS,O1,-44.94974747,4.949747468
ICS,I1,-44.90636485,4.992753144
OCS,O1,-44.86260859,5.035378602
ICS,I1,-44.81848203,5.077620597
OCS,O1,-44.77398852,5.119475911
ICS,I1,-44.72913145,5.160941358
OCS,O1,-44.68391424,5.202013778
ICS,I1,-44.63834034,5.242690046
OCS,O1,-44.5924132,5.282967062
ICS,I1,-44.54613634,5.322841759
OCS,O1,-44.49951327,5.362311102
ICS,I1,-44.45254754,5.401372084
OCS,O1,-44.40524274,5.44002173
ICS,I1,-44.35760246,5.478257098
OCS,O1,-44.30963033,5.516075275
ICS,I1,-44.26133,5.553473382
OCS,O1,-44.21270516,5.59044857
ICS,I1,-44.16375951,5.626998024
OCS,O1,-44.11449677,5.663118961
ICS,I1,-44.06492069,5.698808628
OCS,O1,-44.01503505,5.73406431
ICS,I1,-43.96484366,5.76888332
OCS,O1,-43.91435032,5.803263008
ICS,I1,-43.8635589,5.837200754
OCS,O1,-43.81247325,5.870693976
ICS,I1,-43.76109726,5.903740121
OCS,O1,-43.70943485,5.936336673
ICS,I1,-43.65748995,5.96848115
OCS,O1,-43.60526652,6.000171105
ICS,I1,-43.55276854,6.031404123
OCS,O1,-43.5,6.062177826
ICS,I1,-43.44696492,6.092489872
OCS,O1,-43.39366734,6.12233795
ICS,I1,-43.34011132,6.151719789
OCS,O1,-43.28630094,6.18063315
ICS,I1,-43.23224029,6.209075832
OCS,O1,-43.1779335,6.237045669
ICS,I1,-43.12338469,6.264540531
OCS,O1,-43.06859803,6.291558324
ICS,I1,-43.01357768,6.31809699
OCS,O1,-42.95832783,6.344154509
ICS,I1,-42.9028527,6.369728896
OCS,O1,-42.8471565,6.394818203
ICS,I1,-42.79124348,6.419420521
OCS,O1,-42.7351179,6.443533974
ICS,I1,-42.67878403,6.467156728
OCS,O1,-42.62224615,6.490286982
ICS,I1,-42.56550859,6.512922976
OCS,O1,-42.50857565,6.535062985
ICS,I1,-42.45145167,6.556705325
OCS,O1,-42.394141,6.577848346
ICS,I1,-42.33664801,6.598490438
OCS,O1,-42.27897708,6.618630029
ICS,I1,-42.22113259,6.638265586
OCS,O1,-42.16311896,6.657395614
ICS,I1,-42.1049406,6.676018655
OCS,O1,-42.04660193,6.694133292
ICS,I1,-41.98810741,6.711738144
OCS,O1,-41.92946149,6.728831872
ICS,I1,-41.87066863,6.745413172
OCS,O1,-41.81173332,6.761480784
ICS,I1,-41.75266003,6.777033483
OCS,O1,-41.69345327,6.792070084
ICS,I1,-41.63411755,6.806589443
OCS,O1,-41.57465738,6.820590453
ICS,I1,-41.5150773,6.83407205
OCS,O1,-41.45538184,6.847033205
ICS,I1,-41.39557554,6.859472932
OCS,O1,-41.33566297,6.871390284
ICS,I1,-41.27564868,6.882784353
OCS,O1,-41.21553724,6.893654271
ICS,I1,-41.15533324,6.903999211
OCS,O1,-41.09504126,6.913818384
ICS,I1,-41.03466588,6.923111044
OCS,O1,-40.97421171,6.931876481
ICS,I1,-40.91368335,6.94011403
OCS,O1,-40.8530854,6.947823061
ICS,I1,-40.7924225,6.95500299
OCS,O1,-40.73169924,6.961653268
ICS,I1,-40.67092027,6.967773389
OCS,O1,-40.6100902,6.973362887
ICS,I1,-40.54921367,6.978421336
OCS,O1,-40.48829532,6.982948352
ICS,I1,-40.42733978,6.986943589
OCS,O1,-40.36635169,6.990406743
ICS,I1,-40.30533571,6.993337551
OCS,O1,-40.24429648,6.995735789
ICS,I1,-40.18323864,6.997601275
OCS,O1,-40.12216685,6.998933866
ICS,I1,-40.06108575,6.999733461
OCS,O1,-40,7
ICS,I1,-39.93891425,6.999733461
OCS,O1,-39.87783315,6.998933866
ICS,I1,-39.81676136,6.997601275
OCS,O1,-39.75570352,6.995735789
ICS,I1,-39.69466429,6.993337551
OCS,O1,-39.63364831,6.990406743
ICS,I1,-39.57266022,6.986943589
OCS,O1,-39.51170468,6.982948352
ICS,I1,-39.45078633,6.978421336
OCS,O1,-39.3899098,6.973362887
ICS,I1,-39.32907973,6.967773389
OCS,O1,-39.26830076,6.961653268
ICS,I1,-39.2075775,6.95500299
OCS,O1,-39.1469146,6.947823061
ICS,I1,-39.08631665,6.94011403
OCS,O1,-39.02578829,6.931876481
ICS,I1,-38.96533412,6.923111044
OCS,O1,-38.90495874,6.913818384
ICS,I1,-38.84466676,6.903999211
OCS,O1,-38.78446276,6.893654271
ICS,I1,-38.72435132,6.882784353
OCS,O1,-38.66433703,6.871390284
ICS,I1,-38.60442446,6.859472932
OCS,O1,-38.54461816,6.847033205
ICS,I1,-38.4849227,6.83407205
OCS,O1,-38.42534262,6.820590453
ICS,I1,-38.36588245,6.806589443
OCS,O1,-38.30654673,6.792070084
ICS,I1,-38.24733997,6.777033483
OCS,O1,-38.18826668,6.761480784
ICS,I1,-38.12933137,6.745413172
OCS,O1,-38.07053851,6.728831872
ICS,I1,-38.01189259,6.711738144
OCS,O1,-37.95339807,6.694133292
ICS,I1,-37.8950594,6.676018655
OCS,O1,-37.83688104,6.657395614
ICS,I1,-37.77886741,6.638265586
OCS,O1,-37.72102292,6.618630029
ICS,I1,-37.66335199,6.598490438
OCS,O1,-37.605859,6.577848346
ICS,I1,-37.54854833,6.556705325
OCS,O1,-37.49142435,6.535062985
ICS,I1,-37.43449141,6.512922976
OCS,O1,-37.37775385,6.490286982
ICS,I1,-37.32121597,6.467156728
OCS,O1,-37.2648821,6.443533974
ICS,I1,-37.20875652,6.419420521
OCS,O1,-37.1528435,6.394818203
ICS,I1,-37.0971473,6.369728896
OCS,O1,-37.04167217,6.344154509
ICS,I1,-36.98642232,6.31809699
OCS,O1,-36.93140197,6.291558324
ICS,I1,-36.87661531,6.264540531
OCS,O1,-36.8220665,6.237045669
ICS,I1,-36.76775971,6.209075832
OCS,O1,-36.71369906,6.18063315
ICS,I1,-36.65988868,6.151719789
OCS,O1,-36.60633266,6.12233795
ICS,I1,-36.55303508,6.092489872
OCS,O1,-36.5,6.062177826
ICS,I1,-36.44723146,6.031404123
OCS,O1,-36.39473348,6.000171105
ICS,I1,-36.34251005,5.96848115
OCS,O1,-36.29056515,5.936336673
ICS,I1,-36.23890274,5.903740121
OCS,O1,-36.18752675,5.870693976
ICS,I1,-36.1364411,5.837200754
OCS,O1,-36.08564968,5.803263008
ICS,I1,-36.03515634,5.76888332
OCS,O1,-35.98496495,5.73406431
ICS,I1,-35.93507931,5.698808628
OCS,O1,-35.88550323,5.663118961
ICS,I1,-35.83624049,5.626998024
OCS,O1,-35.78729484,5.59044857
ICS,I1,-35.73867,5.553473382
OCS,O1,-35.69036967,5.516075275
ICS,I1,-35.64239754,5.478257098
OCS,O1,-35.59475726,5.44002173
ICS,I1,-35.54745246,5.401372084
OCS,O1,-35.50048673,5.362311102
ICS,I1,-35.45386366,5.322841759
OCS,O1,-35.4075868,5.282967062
ICS,I1,-35.36165966,5.242690046
OCS,O1,-35.31608576,5.202013778
ICS,I1,-35.27086855,5.160941358
OCS,O1,-35.22601148,5.119475911
ICS,I1,-35.18151797,5.077620597
OCS,O1,-35.13739141,5.035378602
ICS,I1,-35.09363515,4.992753144
OCS,O1,-35.05025253,4.949747468
ICS,I1,-35.00724686,4.90636485
OCS,O1,-34.9646214,4.862608593
ICS,I1,-34.9223794,4.81848203
OCS,O1,-34.88052409,4.77398852
ICS,I1,-34.83905864,4.729131453
OCS,O1,-34.79798622,4.683914245
ICS,I1,-34.75730995,4.638340338
OCS,O1,-34.71703294,4.592413203
ICS,I1,-34.67715824,4.546136338
OCS,O1,-34.6376889,4.499513268
ICS,I1,-34.59862792,4.452547542
OCS,O1,-34.55997827,4.405242737
ICS,I1,-34.5217429,4.357602456
OCS,O1,-34.48392472,4.309630327
ICS,I1,-34.44652662,4.261330003
OCS,O1,-34.40955143,4.212705162
ICS,I1,-34.37300198,4.163759507
OCS,O1,-34.33688104,4.114496766
ICS,I1,-34.30119137,4.06492069
OCS,O1,-34.26593569,4.015035054
ICS,I1,-34.23111668,3.964843658
OCS,O1,-34.19673699,3.914350324
ICS,I1,-34.16279925,3.863558897
OCS,O1,-34.12930602,3.812473245
ICS,I1,-34.09625988,3.761097258
OCS,O1,-34.06366333,3.70943485
ICS,I1,-34.03151885,3.657489953
OCS,O1,-33.9998289,3.605266524
ICS,I1,-33.96859588,3.552768541
OCS,O1,-33.93782217,3.5
ICS,I1,-33.90751013,3.446964921
OCS,O1,-33.87766205,3.393667342
ICS,I1,-33.84828021,3.340111322
OCS,O1,-33.81936685,3.28630094
ICS,I1,-33.79092417,3.232240293
OCS,O1,-33.76295433,3.177933498
ICS,I1,-33.73545947,3.123384692
OCS,O1,-33.70844168,3.068598028
ICS,I1,-33.68190301,3.013577678
OCS,O1,-33.65584549,2.958327832
ICS,I1,-33.6302711,2.902852699
OCS,O1,-33.6051818,2.847156502
ICS,I1,-33.58057948,2.791243482
OCS,O1,-33.55646603,2.735117899
ICS,I1,-33.53284327,2.678784027
OCS,O1,-33.50971302,2.622246154
ICS,I1,-33.48707702,2.565508587
OCS,O1,-33.46493701,2.508575647
ICS,I1,-33.44329468,2.451451669
OCS,O1,-33.42215165,2.394141003
ICS,I1,-33.40150956,2.336648015
OCS,O1,-33.38136997,2.278977081
ICS,I1,-33.36173441,2.221132595
OCS,O1,-33.34260439,2.163118961
ICS,I1,-33.32398134,2.104940597
OCS,O1,-33.30586671,2.046601933
ICS,I1,-33.28826186,1.988107413
OCS,O1,-33.27116813,1.929461491
ICS,I1,-33.25458683,1.870668633
OCS,O1,-33.23851922,1.811733316
ICS,I1,-33.22296652,1.752660028
OCS,O1,-33.20792992,1.693453269
ICS,I1,-33.19341056,1.634117547
OCS,O1,-33.17940955,1.57465738
ICS,I1,-33.16592795,1.515077298
OCS,O1,-33.15296679,1.455381836
ICS,I1,-33.14052707,1.395575541
OCS,O1,-33.12860972,1.335662968
ICS,I1,-33.11721565,1.275648678
OCS,O1,-33.10634573,1.215537244
ICS,I1,-33.09600079,1.155333241
OCS,O1,-33.08618162,1.095041255
ICS,I1,-33.07688896,1.034665878
OCS,O1,-33.06812352,0.974211707
ICS,I1,-33.05988597,0.913683346
OCS,O1,-33.05217694,0.853085404
ICS,I1,-33.04499701,0.792422496
OCS,O1,-33.03834673,0.731699243
ICS,I1,-33.03222661,0.670920268
OCS,O1,-33.02663711,0.610090199
ICS,I1,-33.02157866,0.54921367
OCS,O1,-33.01705165,0.488295316
ICS,I1,-33.01305641,0.427339777
OCS,O1,-33.00959326,0.366351694
ICS,I1,-33.00666245,0.305335712
OCS,O1,-33.00426421,0.244296477
ICS,I1,-33.00239873,0.183238638
OCS,O1,-33.00106613,0.122166845
ICS,I1,-33.00026654,0.061085748
OCS,O1,-33,2.2618E-14
ICS,I1,-33.00026654,-0.061085748
OCS,O1,-33.00106613,-0.122166845
ICS,I1,-33.00239873,-0.183238638
OCS,O1,-33.00426421,-0.244296477
ICS,I1,-33.00666245,-0.305335712
OCS,O1,-33.00959326,-0.366351694
ICS,I1,-33.01305641,-0.427339777
OCS,O1,-33.01705165,-0.488295316
ICS,I1,-33.02157866,-0.54921367
OCS,O1,-33.02663711,-0.610090199
ICS,I1,-33.03222661,-0.670920268
OCS,O1,-33.03834673,-0.731699243
ICS,I1,-33.04499701,-0.792422496
OCS,O1,-33.05217694,-0.853085404
ICS,I1,-33.05988597,-0.913683346
OCS,O1,-33.06812352,-0.974211707
ICS,I1,-33.07688896,-1.034665878
OCS,O1,-33.08618162,-1.095041255
ICS,I1,-33.09600079,-1.155333241
OCS,O1,-33.10634573,-1.215537244
ICS,I1,-33.11721565,-1.275648678
OCS,O1,-33.12860972,-1.335662968
ICS,I1,-33.14052707,-1.395575541
OCS,O1,-33.15296679,-1.455381836
ICS,I1,-33.16592795,-1.515077298
OCS,O1,-33.17940955,-1.57465738
ICS,I1,-33.19341056,-1.634117547
OCS,O1,-33.20792992,-1.693453269
ICS,I1,-33.22296652,-1.752660028
OCS,O1,-33.23851922,-1.811733316
ICS,I1,-33.25458683,-1.870668633
OCS,O1,-33.27116813,-1.929461491
ICS,I1,-33.28826186,-1.988107413
OCS,O1,-33.30586671,-2.046601933
ICS,I1,-33.32398134,-2.104940597
OCS,O1,-33.34260439,-2.163118961
ICS,I1,-33.36173441,-2.221132595
OCS,O1,-33.38136997,-2.278977081
ICS,I1,-33.40150956,-2.336648015
OCS,O1,-33.42215165,-2.394141003
ICS,I1,-33.44329468,-2.451451669
OCS,O1,-33.46493701,-2.508575647
ICS,I1,-33.48707702,-2.565508587
OCS,O1,-33.50971302,-2.622246154
ICS,I1,-33.53284327,-2.678784027
OCS,O1,-33.55646603,-2.735117899
ICS,I1,-33.58057948,-2.791243482
OCS,O1,-33.6051818,-2.847156502
ICS,I1,-33.6302711,-2.902852699
OCS,O1,-33.65584549,-2.958327832
ICS,I1,-33.68190301,-3.013577678
OCS,O1,-33.70844168,-3.068598028
ICS,I1,-33.73545947,-3.123384692
OCS,O1,-33.76295433,-3.177933498
ICS,I1,-33.79092417,-3.232240293
OCS,O1,-33.81936685,-3.28630094
ICS,I1,-33.84828021,-3.340111322
OCS,O1,-33.87766205,-3.393667342
ICS,I1,-33.90751013,-3.446964921
OCS,O1,-33.93782217,-3.5
ICS,I1,-33.96859588,-3.552768541
OCS,O1,-33.9998289,-3.605266524
ICS,I1,-34.03151885,-3.657489953
OCS,O1,-34.06366333,-3.70943485
ICS,I1,-34.09625988,-3.761097258
OCS,O1,-34.12930602,-3.812473245
ICS,I1,-34.16279925,-3.863558897
OCS,O1,-34.19673699,-3.914350324
ICS,I1,-34.23111668,-3.964843658
OCS,O1,-34.26593569,-4.015035054
ICS,I1,-34.30119137,-4.06492069
OCS,O1,-34.33688104,-4.114496766
ICS,I1,-34.37300198,-4.163759507
OCS,O1,-34.40955143,-4.212705162
ICS,I1,-34.44652662,-4.261330003
OCS,O1,-34.48392472,-4.309630327
ICS,I1,-34.5217429,-4.357602456
OCS,O1,-34.55997827,-4.405242737
ICS,I1,-34.59862792,-4.452547542
OCS,O1,-34.6376889,-4.499513268
ICS,I1,-34.67715824,-4.546136338
OCS,O1,-34.71703294,-4.592413203
ICS,I1,-34.75730995,-4.638340338
OCS,O1,-34.79798622,-4.683914245
ICS,I1,-34.83905864,-4.729131453
OCS,O1,-34.88052409,-4.77398852
ICS,I1,-34.9223794,-4.81848203
OCS,O1,-34.9646214,-4.862608593
ICS,I1,-35.00724686,-4.90636485
OCS,O1,-35.05025253,-4.949747468
ICS,I1,-35.09363515,-4.992753144
OCS,O1,-35.13739141,-5.035378602
ICS,I1,-35.18151797,-5.077620597
OCS,O1,-35.22601148,-5.119475911
ICS,I1,-35.27086855,-5.160941358
OCS,O1,-35.31608576,-5.202013778
ICS,I1,-35.36165966,-5.242690046
OCS,O1,-35.4075868,-5.282967062
ICS,I1,-35.45386366,-5.322841759
OCS,O1,-35.50048673,-5.362311102
ICS,I1,-35.54745246,-5.401372084
OCS,O1,-35.59475726,-5.44002173
ICS,I1,-35.64239754,-5.478257098
OCS,O1,-35.69036967,-5.516075275
ICS,I1,-35.73867,-5.553473382
OCS,O1,-35.78729484,-5.59044857
ICS,I1,-35.83624049,-5.626998024
OCS,O1,-35.88550323,-5.663118961
ICS,I1,-35.93507931,-5.698808628
OCS,O1,-35.98496495,-5.73406431
ICS,I1,-36.03515634,-5.76888332
OCS,O1,-36.08564968,-5.803263008
ICS,I1,-36.1364411,-5.837200754
OCS,O1,-36.18752675,-5.870693976
ICS,I1,-36.23890274,-5.903740121
OCS,O1,-36.29056515,-5.936336673
ICS,I1,-36.34251005,-5.96848115
OCS,O1,-36.39473348,-6.000171105
ICS,I1,-36.44723146,-6.031404123
OCS,O1,-36.5,-6.062177826
ICS,I1,-36.55303508,-6.092489872
OCS,O1,-36.60633266,-6.12233795
ICS,I1,-36.65988868,-6.151719789
OCS,O1,-36.71369906,-6.18063315
ICS,I1,-36.76775971,-6.209075832
OCS,O1,-36.8220665,-6.237045669
ICS,I1,-36.87661531,-6.264540531
OCS,O1,-36.93140197,-6.291558324
ICS,I1,-36.98642232,-6.31809699
OCS,O1,-37.04167217,-6.344154509
ICS,I1,-37.0971473,-6.369728896
OCS,O1,-37.1528435,-6.394818203
ICS,I1,-37.20875652,-6.419420521
OCS,O1,-37.2648821,-6.443533974
ICS,I1,-37.32121597,-6.467156728
OCS,O1,-37.37775385,-6.490286982
ICS,I1,-37.43449141,-6.512922976
OCS,O1,-37.49142435,-6.535062985
ICS,I1,-37.54854833,-6.556705325
OCS,O1,-37.605859,-6.577848346
ICS,I1,-37.66335199,-6.598490438
OCS,O1,-37.72102292,-6.618630029
ICS,I1,-37.77886741,-6.638265586
OCS,O1,-37.83688104,-6.657395614
ICS,I1,-37.8950594,-6.676018655
OCS,O1,-37.95339807,-6.694133292
ICS,I1,-38.01189259,-6.711738144
OCS,O1,-38.07053851,-6.728831872
ICS,I1,-38.12933137,-6.745413172
OCS,O1,-38.18826668,-6.761480784
ICS,I1,-38.24733997,-6.777033483
OCS,O1,-38.30654673,-6.792070084
ICS,I1,-38.36588245,-6.806589443
OCS,O1,-38.42534262,-6.820590453
ICS,I1,-38.4849227,-6.83407205
OCS,O1,-38.54461816,-6.847033205
ICS,I1,-38.60442446,-6.859472932
OCS,O1,-38.66433703,-6.871390284
ICS,I1,-38.72435132,-6.882784353
OCS,O1,-38.78446276,-6.893654271
ICS,I1,-38.84466676,-6.903999211
OCS,O1,-38.90495874,-6.913818384
ICS,I1,-38.96533412,-6.923111044
OCS,O1,-39.02578829,-6.931876481
ICS,I1,-39.08631665,-6.94011403
OCS,O1,-39.1469146,-6.947823061
ICS,I1,-39.2075775,-6.95500299
OCS,O1,-39.26830076,-6.961653268
ICS,I1,-39.32907973,-6.967773389
OCS,O1,-39.3899098,-6.973362887
ICS,I1,-39.45078633,-6.978421336
OCS,O1,-39.51170468,-6.982948352
ICS,I1,-39.57266022,-6.986943589
OCS,O1,-39.63364831,-6.990406743
ICS,I1,-39.69466429,-6.993337551
OCS,O1,-39.75570352,-6.995735789
ICS,I1,-39.81676136,-6.997601275
OCS,O1,-39.87783315,-6.998933866
ICS,I1,-39.93891425,-6.999733461
OCS,O1,-40,-7
ICS,I1,-40.06108575,-6.999733461
OCS,O1,-40.12216685,-6.998933866
ICS,I1,-40.18323864,-6.997601275
OCS,O1,-40.24429648,-6.995735789
ICS,I1,-40.30533571,-6.993337551
OCS,O1,-40.36635169,-6.990406743
ICS,I1,-40.42733978,-6.986943589
OCS,O1,-40.48829532,-6.982948352
ICS,I1,-40.54921367,-6.978421336
OCS,O1,-40.6100902,-6.973362887
ICS,I1,-40.67092027,-6.967773389
OCS,O1,-40.73169924,-6.961653268
ICS,I1,-40.7924225,-6.95500299
OCS,O1,-40.8530854,-6.947823061
ICS,I1,-40.91368335,-6.94011403
OCS,O1,-40.97421171,-6.931876481
ICS,I1,-41.03466588,-6.923111044
OCS,O1,-41.09504126,-6.913818384
ICS,I1,-41.15533324,-6.903999211
OCS,O1,-41.21553724,-6.893654271
ICS,I1,-41.27564868,-6.882784353
OCS,O1,-41.33566297,-6.871390284
ICS,I1,-41.39557554,-6.859472932
OCS,O1,-41.45538184,-6.847033205
ICS,I1,-41.5150773,-6.83407205
OCS,O1,-41.57465738,-6.820590453
ICS,I1,-41.63411755,-6.806589443
OCS,O1,-41.69345327,-6.792070084
ICS,I1,-41.75266003,-6.777033483
OCS,O1,-41.81173332,-6.761480784
ICS,I1,-41.87066863,-6.745413172
OCS,O1,-41.92946149,-6.728831872
ICS,I1,-41.98810741,-6.711738144
OCS,O1,-42.04660193,-6.694133292
ICS,I1,-42.1049406,-6.676018655
OCS,O1,-42.16311896,-6.657395614
ICS,I1,-42.22113259,-6.638265586
OCS,O1,-42.27897708,-6.618630029
ICS,I1,-42.33664801,-6.598490438
OCS,O1,-42.394141,-6.577848346
ICS,I1,-42.45145167,-6.556705325
OCS,O1,-42.50857565,-6.535062985
ICS,I1,-42.56550859,-6.512922976
OCS,O1,-42.62224615,-6.490286982
ICS,I1,-42.67878403,-6.467156728
OCS,O1,-42.7351179,-6.443533974
ICS,I1,-42.79124348,-6.419420521
OCS,O1,-42.8471565,-6.394818203
ICS,I1,-42.9028527,-6.369728896
OCS,O1,-42.95832783,-6.344154509
ICS,I1,-43.01357768,-6.31809699
OCS,O1,-43.06859803,-6.291558324
ICS,I1,-43.12338469,-6.264540531
OCS,O1,-43.1779335,-6.237045669
ICS,I1,-43.23224029,-6.209075832
OCS,O1,-43.28630094,-6.18063315
ICS,I1,-43.34011132,-6.151719789
OCS,O1,-43.39366734,-6.12233795
ICS,I1,-43.44696492,-6.092489872
OCS,O1,-43.5,-6.062177826
ICS,I1,-43.55276854,-6.031404123
OCS,O1,-43.60526652,-6.000171105
ICS,I1,-43.65748995,-5.96848115
OCS,O1,-43.70943485,-5.936336673
ICS,I1,-43.76109726,-5.903740121
OCS,O1,-43.81247325,-5.870693976
ICS,I1,-43.8635589,-5.837200754
OCS,O1,-43.91435032,-5.803263008
