ELEMENT,HOLE,X,Y
RIM,R1,-49.59701354,-3.304516768
RIM,R1,-49.60177701,-3.212709646
RIM,R1,-49.74832929,-3.167424192
RIM,R1,-49.87097044,-3.112305025
RIM,R1,-49.84993899,-3.011428559
RIM,R1,-49.82790228,-2.911157283
RIM,R1,-49.78083776,-2.804610095
RIM,R1,-49.82903062,-2.725831436
RIM,R1,-49.87659157,-2.646424736
RIM,R1,-49.9719207,-2.578914042
RIM,R1,-49.96978859,-2.485747477
RIM,R1,-49.84038359,-2.362467082
RIM,R1,-49.93857466,-2.294500754
RIM,R1,-49.83618227,-2.18062911
RIM,R1,-49.83038339,-2.089512493
RIM,R1,-49.79924705,-1.993679344
RIM,R1,-49.86535319,-1.917630404
RIM,R1,-49.90629319,-1.836022919
RIM,R1,-50.04503908,-1.771211412
RIM,R1,-50.10942742,-1.69173796
RIM,R1,-49.97565224,-1.579988097
RIM,R1,-50.06323641,-1.503960758
RIM,R1,-50.19976111,-1.43348294
RIM,R1,-50.23666819,-1.347682935
RIM,R1,-50.12397075,-1.243067303
RIM,R1,-50.15927222,-1.157502861
RIM,R1,-50.04467114,-1.055737479
RIM,R1,-50.00373179,-0.963249813
RIM,R1,-50.11137619,-0.884630789
RIM,R1,-50.14363387,-0.798321299
RIM,R1,-50.22503152,-0.715003856
RIM,R1,-50.33069516,-0.631852384
RIM,R1,-50.23595273,-0.536443551
RIM,R1,-50.21526807,-0.446008236
RIM,R1,-50.11883212,-0.353357404
RIM,R1,-50.17151328,-0.266350449
RIM,R1,-50.09846172,-0.176269305
RIM,R1,-50.07461637,-0.087919845
RIM,R1,-50,-3.66603E-13
RIM,R0,-49.5,0
OCS,O0,-49.49963827,0.082902087
RIM,R0,-49.4985531,0.165797861
OCS,O0,-49.49674459,0.248681009
RIM,R0,-49.49421286,0.331545219
OCS,O0,-49.49095811,0.41438418
RIM,R0,-49.48698058,0.497191584
OCS,O0,-49.48228059,0.579961126
RIM,R0,-49.47685848,0.662686501
OCS,O0,-49.47071467,0.745361409
RIM,R0,-49.46384963,0.827979556
OCS,O0,-49.45626388,0.910534649
RIM,R0,-49.44795801,0.993020401
OCS,O0,-49.43893263,1.075430531
RIM,R0,-49.42918844,1.157758762
OCS,O0,-49.41872618,1.239998826
RIM,R0,-49.40754665,1.322144459
OCS,O0,-49.3956507,1.404189406
RIM,R0,-49.38303924,1.486127418
OCS,O0,-49.36971321,1.567952256
RIM,R0,-49.35567365,1.649657688
OCS,O0,-49.34092162,1.731237492
RIM,R0,-49.32545824,1.812685456
OCS,O0,-49.30928469,1.893995377
RIM,R0,-49.29240221,1.975161063
OCS,O0,-49.27481207,2.056176332
RIM,R0,-49.25651562,2.137035016
OCS,O0,-49.23751424,2.217730957
RIM,R0,-49.2178094,2.298258008
OCS,O0,-49.19740258,2.378610039
RIM,R0,-49.17629535,2.458780928
OCS,O0,-49.15448931,2.538764573
RIM,R0,-49.13198611,2.61855488
OCS,O0,-49.10878748,2.698145775
RIM,R0,-49.08489518,2.777531195
OCS,O0,-49.06031103,2.856705095
RIM,R0,-49.0350369,2.935661447
OCS,O0,-49.00907472,3.014394236
RIM,R0,-48.98242647,3.092897467
OCS,O0,-48.95509417,3.171165163
RIM,R0,-48.9270799,3.249191362
OCS,O0,-48.8983858,3.326970122
RIM,R0,-48.86901405,3.404495521
OCS,O0,-48.8389669,3.481761654
RIM,R0,-48.80824662,3.558762637
OCS,O0,-48.77685556,3.635492607
RIM,R0,-48.74479611,3.711945721
OCS,O0,-48.71207071,3.788116155
RIM,R0,-48.67868185,3.863998109
OCS,O0,-48.64463207,3.939585805
RIM,R0,-48.60992398,4.014873487
OCS,O0,-48.5745602,4.08985542
RIM,R0,-48.53854344,4.164525894
OCS,O0,-48.50187644,4.238879225
RIM,R0,-48.46456198,4.312909748
OCS,O0,-48.42660292,4.386611826
RIM,R0,-48.38800213,4.459979846
OCS,O0,-48.34876257,4.533008222
RIM,R0,-48.30888722,4.605691392
OCS,O0,-48.26837911,4.678023821
RIM,R0,-48.22724134,4.75
OCS,O0,-48.18547702,4.821614448
RIM,R0,-48.14308936,4.892861712
OCS,O0,-48.10008156,4.963736365
RIM,R0,-48.05645691,5.03423301
OCS,O0,-48.01221874,5.104346279
RIM,R0,-47.9673704,5.174070833
OCS,O0,-47.92191531,5.24340136
RIM,R0,-47.87585694,5.312332583
OCS,O0,-47.82919879,5.380859251
RIM,R0,-47.78194442,5.448976145
OCS,O0,-47.73409742,5.516678079
RIM,R0,-47.68566145,5.583959897
OCS,O0,-47.63664018,5.650816474
RIM,R0,-47.58703735,5.71724272
OCS,O0,-47.53685673,5.783233576
RIM,R0,-47.48610216,5.848784016
OCS,O0,-47.43477749,5.913889048
RIM,R0,-47.38288663,5.978543715
OCS,O0,-47.33043354,6.042743093
RIM,R0,-47.27742221,6.106482292
OCS,O0,-47.22385667,6.169756459
RIM,R0,-47.16974101,6.232560775
OCS,O0,-47.11507935,6.294890458
RIM,R0,-47.05987584,6.35674076
OCS,O0,-47.0041347,6.418106972
RIM,R0,-46.94786017,6.478984421
OCS,O0,-46.89105652,6.539368469
RIM,R0,-46.8337281,6.599254519
OCS,O0,-46.77587927,6.658638011
RIM,R0,-46.71751442,6.717514421
OCS,O0,-46.65863801,6.775879267
RIM,R0,-46.59925452,6.833728103
OCS,O0,-46.53936847,6.891056525
RIM,R0,-46.47898442,6.947860165
OCS,O0,-46.41810697,7.0041347
RIM,R0,-46.35674076,7.059875842
OCS,O0,-46.29489046,7.115079347
RIM,R0,-46.23256078,7.169741012
OCS,O0,-46.16975646,7.223856673
RIM,R0,-46.10648229,7.27742221
OCS,O0,-46.04274309,7.330433542
RIM,R0,-45.97854371,7.382886634
OCS,O0,-45.91388905,7.43477749
RIM,R0,-45.84878402,7.486102159
OCS,O0,-45.78323358,7.536856733
RIM,R0,-45.71724272,7.587037345
OCS,O0,-45.65081647,7.636640176
RIM,R0,-45.5839599,7.685661447
OCS,O0,-45.51667808,7.734097424
RIM,R0,-45.44897615,7.781944421
OCS,O0,-45.38085925,7.829198792
RIM,R0,-45.31233258,7.875856939
OCS,O0,-45.24340136,7.92191531
RIM,R0,-45.17407083,7.967370395
OCS,O0,-45.10434628,8.012218735
RIM,R0,-45.03423301,8.056456913
OCS,O0,-44.96373636,8.100081561
RIM,R0,-44.89286171,8.143089357
OCS,O0,-44.82161445,8.185477024
RIM,R0,-44.75,8.227241336
OCS,O0,-44.67802382,8.268379111
RIM,R0,-44.60569139,8.308887218
OCS,O0,-44.53300822,8.34876257
RIM,R0,-44.45997985,8.388002132
OCS,O0,-44.38661183,8.426602915
RIM,R0,-44.31290975,8.46456198
OCS,O0,-44.23887922,8.501876435
RIM,R0,-44.16452589,8.53854344
OCS,O0,-44.08985542,8.574560201
RIM,R0,-44.01487349,8.609923977
OCS,O0,-43.93958581,8.644632073
RIM,R0,-43.86399811,8.678681848
OCS,O0,-43.78811615,8.712070707
RIM,R0,-43.71194572,8.744796108
OCS,O0,-43.63549261,8.776855559
RIM,R0,-43.55876264,8.808246618
OCS,O0,-43.48176165,8.838966896
RIM,R0,-43.40449552,8.869014052
OCS,O0,-43.32697012,8.898385798
RIM,R0,-43.24919136,8.927079897
OCS,O0,-43.17116516,8.955094165
RIM,R0,-43.09289747,8.982426468
OCS,O0,-43.01439424,9.009074724
RIM,R0,-42.93566145,9.035036905
OCS,O0,-42.8567051,9.060311032
RIM,R0,-42.77753119,9.084895182
OCS,O0,-42.69814577,9.108787481
RIM,R0,-42.61855488,9.131986111
OCS,O0,-42.53876457,9.154489305
RIM,R0,-42.45878093,9.17629535
OCS,O0,-42.37861004,9.197402584
RIM,R0,-42.29825801,9.2178094
OCS,O0,-42.21773096,9.237514244
RIM,R0,-42.13703502,9.256515615
OCS,O0,-42.05617633,9.274812068
RIM,R0,-41.97516106,9.292402207
OCS,O0,-41.89399538,9.309284694
RIM,R0,-41.81268546,9.325458243
OCS,O0,-41.73123749,9.340921622
RIM,R0,-41.64965769,9.355673654
OCS,O0,-41.56795226,9.369713215
RIM,R0,-41.48612742,9.383039236
OCS,O0,-41.40418941,9.395650702
RIM,R0,-41.32214446,9.407546653
OCS,O0,-41.23999883,9.418726183
RIM,R0,-41.15775876,9.429188441
OCS,O0,-41.07543053,9.438932629
RIM,R0,-40.9930204,9.447958006
OCS,O0,-40.91053465,9.456263884
RIM,R0,-40.82797956,9.463849632
OCS,O0,-40.74536141,9.47071467
RIM,R0,-40.6626865,9.476858477
OCS,O0,-40.57996113,9.482280585
RIM,R0,-40.49719158,9.48698058
OCS,O0,-40.41438418,9.490958105
RIM,R0,-40.33154522,9.494212857
OCS,O0,-40.24868101,9.496744587
RIM,R0,-40.16579786,9.498553104
OCS,O0,-40.08290209,9.499638269
RIM,R0,-40,9.5
OCS,O0,-39.91709791,9.499638269
RIM,R0,-39.83420214,9.498553104
OCS,O0,-39.75131899,9.496744587
RIM,R0,-39.66845478,9.494212857
OCS,O0,-39.58561582,9.490958105
RIM,R0,-39.50280842,9.48698058
OCS,O0,-39.42003887,9.482280585
RIM,R0,-39.3373135,9.476858477
OCS,O0,-39.25463859,9.47071467
RIM,R0,-39.17202044,9.463849632
OCS,O0,-39.08946535,9.456263884
RIM,R0,-39.0069796,9.447958006
OCS,O0,-38.92456947,9.438932629
RIM,R0,-38.84224124,9.429188441
OCS,O0,-38.76000117,9.418726183
RIM,R0,-38.67785554,9.407546653
OCS,O0,-38.59581059,9.395650702
RIM,R0,-38.51387258,9.383039236
OCS,O0,-38.43204774,9.369713215
RIM,R0,-38.35034231,9.355673654
OCS,O0,-38.26876251,9.340921622
RIM,R0,-38.18731454,9.325458243
OCS,O0,-38.10600462,9.309284694
RIM,R0,-38.02483894,9.292402207
OCS,O0,-37.94382367,9.274812068
RIM,R0,-37.86296498,9.256515615
OCS,O0,-37.78226904,9.237514244
RIM,R0,-37.70174199,9.2178094
OCS,O0,-37.62138996,9.197402584
RIM,R0,-37.54121907,9.17629535
OCS,O0,-37.46123543,9.154489305
RIM,R0,-37.38144512,9.131986111
OCS,O0,-37.30185423,9.108787481
RIM,R0,-37.22246881,9.084895182
OCS,O0,-37.1432949,9.060311032
RIM,R0,-37.06433855,9.035036905
OCS,O0,-36.98560576,9.009074724
RIM,R0,-36.90710253,8.982426468
OCS,O0,-36.82883484,8.955094165
RIM,R0,-36.75080864,8.927079897
OCS,O0,-36.67302988,8.898385798
RIM,R0,-36.59550448,8.869014052
OCS,O0,-36.51823835,8.838966896
RIM,R0,-36.44123736,8.808246618
OCS,O0,-36.36450739,8.776855559
RIM,R0,-36.28805428,8.744796108
OCS,O0,-36.21188385,8.712070707
RIM,R0,-36.13600189,8.678681848
OCS,O0,-36.06041419,8.644632073
RIM,R0,-35.98512651,8.609923977
OCS,O0,-35.91014458,8.574560201
RIM,R0,-35.83547411,8.53854344
OCS,O0,-35.76112078,8.501876435
RIM,R0,-35.68709025,8.46456198
OCS,O0,-35.61338817,8.426602915
RIM,R0,-35.54002015,8.388002132
OCS,O0,-35.46699178,8.34876257
RIM,R0,-35.39430861,8.308887218
OCS,O0,-35.32197618,8.268379111
RIM,R0,-35.25,8.227241336
OCS,O0,-35.17838555,8.185477024
RIM,R0,-35.10713829,8.143089357
OCS,O0,-35.03626364,8.100081561
RIM,R0,-34.96576699,8.056456913
OCS,O0,-34.89565372,8.012218735
RIM,R0,-34.82592917,7.967370395
OCS,O0,-34.75659864,7.92191531
RIM,R0,-34.68766742,7.875856939
OCS,O0,-34.61914075,7.829198792
RIM,R0,-34.55102385,7.781944421
OCS,O0,-34.48332192,7.734097424
RIM,R0,-34.4160401,7.685661447
OCS,O0,-34.34918353,7.636640176
RIM,R0,-34.28275728,7.587037345
OCS,O0,-34.21676642,7.536856733
RIM,R0,-34.15121598,7.486102159
OCS,O0,-34.08611095,7.43477749
RIM,R0,-34.02145629,7.382886634
OCS,O0,-33.95725691,7.330433542
RIM,R0,-33.89351771,7.27742221
OCS,O0,-33.83024354,7.223856673
RIM,R0,-33.76743922,7.169741012
OCS,O0,-33.70510954,7.115079347
RIM,R0,-33.64325924,7.059875842
OCS,O0,-33.58189303,7.0041347
RIM,R0,-33.52101558,6.947860165
OCS,O0,-33.46063153,6.891056525
RIM,R0,-33.40074548,6.833728103
OCS,O0,-33.34136199,6.775879267
RIM,R0,-33.28248558,6.717514421
OCS,O0,-33.22412073,6.658638011
RIM,R0,-33.1662719,6.599254519
OCS,O0,-33.10894348,6.539368469
RIM,R0,-33.05213983,6.478984421
OCS,O0,-32.9958653,6.418106972
RIM,R0,-32.94012416,6.35674076
OCS,O0,-32.88492065,6.294890458
RIM,R0,-32.83025899,6.232560775
OCS,O0,-32.77614333,6.169756459
RIM,R0,-32.72257779,6.106482292
OCS,O0,-32.66956646,6.042743093
RIM,R0,-32.61711337,5.978543715
OCS,O0,-32.56522251,5.913889048
RIM,R0,-32.51389784,5.848784016
OCS,O0,-32.46314327,5.783233576
RIM,R0,-32.41296265,5.71724272
OCS,O0,-32.36335982,5.650816474
RIM,R0,-32.31433855,5.583959897
OCS,O0,-32.26590258,5.516678079
RIM,R0,-32.21805558,5.448976145
OCS,O0,-32.17080121,5.380859251
RIM,R0,-32.12414306,5.312332583
OCS,O0,-32.07808469,5.24340136
RIM,R0,-32.0326296,5.174070833
OCS,O0,-31.98778126,5.104346279
RIM,R0,-31.94354309,5.03423301
OCS,O0,-31.89991844,4.963736365
RIM,R0,-31.85691064,4.892861712
OCS,O0,-31.81452298,4.821614448
RIM,R0,-31.77275866,4.75
OCS,O0,-31.73162089,4.678023821
RIM,R0,-31.69111278,4.605691392
OCS,O0,-31.65123743,4.533008222
RIM,R0,-31.61199787,4.459979846
OCS,O0,-31.57339708,4.386611826
RIM,R0,-31.53543802,4.312909748
OCS,O0,-31.49812356,4.238879225
RIM,R0,-31.46145656,4.164525894
OCS,O0,-31.4254398,4.08985542
RIM,R0,-31.39007602,4.014873487
OCS,O0,-31.35536793,3.939585805
RIM,R0,-31.32131815,3.863998109
OCS,O0,-31.28792929,3.788116155
RIM,R0,-31.25520389,3.711945721
OCS,O0,-31.22314444,3.635492607
RIM,R0,-31.19175338,3.558762637
OCS,O0,-31.1610331,3.481761654
RIM,R0,-31.13098595,3.404495521
OCS,O0,-31.1016142,3.326970122
RIM,R0,-31.0729201,3.249191362
OCS,O0,-31.04490583,3.171165163
RIM,R0,-31.01757353,3.092897467
OCS,O0,-30.99092528,3.014394236
RIM,R0,-30.9649631,2.935661447
OCS,O0,-30.93968897,2.856705095
RIM,R0,-30.91510482,2.777531195
OCS,O0,-30.89121252,2.698145775
RIM,R0,-30.86801389,2.61855488
OCS,O0,-30.84551069,2.538764573
RIM,R0,-30.82370465,2.458780928
OCS,O0,-30.80259742,2.378610039
RIM,R0,-30.7821906,2.298258008
OCS,O0,-30.76248576,2.217730957
RIM,R0,-30.74348438,2.137035016
OCS,O0,-30.72518793,2.056176332
RIM,R0,-30.70759779,1.975161063
OCS,O0,-30.69071531,1.893995377
RIM,R0,-30.67454176,1.812685456
OCS,O0,-30.65907838,1.731237492
RIM,R0,-30.64432635,1.649657688
OCS,O0,-30.63028679,1.567952256
RIM,R0,-30.61696076,1.486127418
OCS,O0,-30.6043493,1.404189406
RIM,R0,-30.59245335,1.322144459
OCS,O0,-30.58127382,1.239998826
RIM,R0,-30.57081156,1.157758762
OCS,O0,-30.56106737,1.075430531
RIM,R0,-30.55204199,0.993020401
OCS,O0,-30.54373612,0.910534649
RIM,R0,-30.53615037,0.827979556
OCS,O0,-30.52928533,0.745361409
RIM,R0,-30.52314152,0.662686501
OCS,O0,-30.51771941,0.579961126
RIM,R0,-30.51301942,0.497191584
OCS,O0,-30.50904189,0.41438418
RIM,R0,-30.50578714,0.331545219
OCS,O0,-30.50325541,0.248681009
RIM,R0,-30.5014469,0.165797861
OCS,O0,-30.50036173,0.082902087
RIM,R0,-30.5,3.06958E-14
OCS,O0,-30.50036173,-0.082902087
RIM,R0,-30.5014469,-0.165797861
OCS,O0,-30.50325541,-0.248681009
RIM,R0,-30.50578714,-0.331545219
OCS,O0,-30.50904189,-0.41438418
RIM,R0,-30.51301942,-0.497191584
OCS,O0,-30.51771941,-0.579961126
RIM,R0,-30.52314152,-0.662686501
OCS,O0,-30.52928533,-0.745361409
RIM,R0,-30.53615037,-0.827979556
OCS,O0,-30.54373612,-0.910534649
RIM,R0,-30.55204199,-0.993020401
OCS,O0,-30.56106737,-1.075430531
RIM,R0,-30.57081156,-1.157758762
OCS,O0,-30.58127382,-1.239998826
RIM,R0,-30.59245335,-1.322144459
OCS,O0,-30.6043493,-1.404189406
RIM,R0,-30.61696076,-1.486127418
OCS,O0,-30.63028679,-1.567952256
RIM,R0,-30.64432635,-1.649657688
OCS,O0,-30.65907838,-1.731237492
RIM,R0,-30.67454176,-1.812685456
OCS,O0,-30.69071531,-1.893995377
RIM,R0,-30.70759779,-1.975161063
OCS,O0,-30.72518793,-2.056176332
RIM,R0,-30.74348438,-2.137035016
OCS,O0,-30.76248576,-2.217730957
RIM,R0,-30.7821906,-2.298258008
OCS,O0,-30.80259742,-2.378610039
RIM,R0,-30.82370465,-2.458780928
OCS,O0,-30.84551069,-2.538764573
RIM,R0,-30.86801389,-2.61855488
OCS,O0,-30.89121252,-2.698145775
RIM,R0,-30.91510482,-2.777531195
OCS,O0,-30.93968897,-2.856705095
RIM,R0,-30.9649631,-2.935661447
OCS,O0,-30.99092528,-3.014394236
RIM,R0,-31.01757353,-3.092897467
OCS,O0,-31.04490583,-3.171165163
RIM,R0,-31.0729201,-3.249191362
OCS,O0,-31.1016142,-3.326970122
RIM,R0,-31.13098595,-3.404495521
OCS,O0,-31.1610331,-3.481761654
RIM,R0,-31.19175338,-3.558762637
OCS,O0,-31.22314444,-3.635492607
RIM,R0,-31.25520389,-3.711945721
OCS,O0,-31.28792929,-3.788116155
RIM,R0,-31.32131815,-3.863998109
OCS,O0,-31.35536793,-3.939585805
RIM,R0,-31.39007602,-4.014873487
OCS,O0,-31.4254398,-4.08985542
RIM,R0,-31.46145656,-4.164525894
OCS,O0,-31.49812356,-4.238879225
RIM,R0,-31.53543802,-4.312909748
OCS,O0,-31.57339708,-4.386611826
RIM,R0,-31.61199787,-4.459979846
OCS,O0,-31.65123743,-4.533008222
RIM,R0,-31.69111278,-4.605691392
OCS,O0,-31.73162089,-4.678023821
RIM,R0,-31.77275866,-4.75
OCS,O0,-31.81452298,-4.821614448
RIM,R0,-31.85691064,-4.892861712
OCS,O0,-31.89991844,-4.963736365
RIM,R0,-31.94354309,-5.03423301
OCS,O0,-31.98778126,-5.104346279
RIM,R0,-32.0326296,-5.174070833
OCS,O0,-32.07808469,-5.24340136
RIM,R0,-32.12414306,-5.312332583
OCS,O0,-32.17080121,-5.380859251
RIM,R0,-32.21805558,-5.448976145
OCS,O0,-32.26590258,-5.516678079
RIM,R0,-32.31433855,-5.583959897
OCS,O0,-32.36335982,-5.650816474
RIM,R0,-32.41296265,-5.71724272
OCS,O0,-32.46314327,-5.783233576
RIM,R0,-32.51389784,-5.848784016
OCS,O0,-32.56522251,-5.913889048
RIM,R0,-32.61711337,-5.978543715
OCS,O0,-32.66956646,-6.042743093
RIM,R0,-32.72257779,-6.106482292
OCS,O0,-32.77614333,-6.169756459
RIM,R0,-32.83025899,-6.232560775
OCS,O0,-32.88492065,-6.294890458
RIM,R0,-32.94012416,-6.35674076
OCS,O0,-32.9958653,-6.418106972
RIM,R0,-33.05213983,-6.478984421
OCS,O0,-33.10894348,-6.539368469
RIM,R0,-33.1662719,-6.599254519
OCS,O0,-33.22412073,-6.658638011
RIM,R0,-33.28248558,-6.717514421
OCS,O0,-33.34136199,-6.775879267
RIM,R0,-33.40074548,-6.833728103
OCS,O0,-33.46063153,-6.891056525
RIM,R0,-33.52101558,-6.947860165
OCS,O0,-33.58189303,-7.0041347
RIM,R0,-33.64325924,-7.059875842
OCS,O0,-33.70510954,-7.115079347
RIM,R0,-33.76743922,-7.169741012
OCS,O0,-33.83024354,-7.223856673
RIM,R0,-33.89351771,-7.27742221
OCS,O0,-33.95725691,-7.330433542
RIM,R0,-34.02145629,-7.382886634
OCS,O0,-34.08611095,-7.43477749
RIM,R0,-34.15121598,-7.486102159
OCS,O0,-34.21676642,-7.536856733
RIM,R0,-34.28275728,-7.587037345
OCS,O0,-34.34918353,-7.636640176
RIM,R0,-34.4160401,-7.685661447
OCS,O0,-34.48332192,-7.734097424
RIM,R0,-34.55102385,-7.781944421
OCS,O0,-34.61914075,-7.829198792
RIM,R0,-34.68766742,-7.875856939
OCS,O0,-34.75659864,-7.92191531
RIM,R0,-34.82592917,-7.967370395
OCS,O0,-34.89565372,-8.012218735
RIM,R0,-34.96576699,-8.056456913
OCS,O0,-35.03626364,-8.100081561
RIM,R0,-35.10713829,-8.143089357
OCS,O0,-35.17838555,-8.185477024
RIM,R0,-35.25,-8.227241336
OCS,O0,-35.32197618,-8.268379111
RIM,R0,-35.39430861,-8.308887218
OCS,O0,-35.46699178,-8.34876257
RIM,R0,-35.54002015,-8.388002132
OCS,O0,-35.61338817,-8.426602915
RIM,R0,-35.68709025,-8.46456198
OCS,O0,-35.76112078,-8.501876435
RIM,R0,-35.83547411,-8.53854344
OCS,O0,-35.91014458,-8.574560201
RIM,R0,-35.98512651,-8.609923977
OCS,O0,-36.06041419,-8.644632073
RIM,R0,-36.13600189,-8.678681848
OCS,O0,-36.21188385,-8.712070707
RIM,R0,-36.28805428,-8.744796108
OCS,O0,-36.36450739,-8.776855559
RIM,R0,-36.44123736,-8.808246618
OCS,O0,-36.51823835,-8.838966896
RIM,R0,-36.59550448,-8.869014052
OCS,O0,-36.67302988,-8.898385798
RIM,R0,-36.75080864,-8.927079897
OCS,O0,-36.82883484,-8.955094165
RIM,R0,-36.90710253,-8.982426468
OCS,O0,-36.98560576,-9.009074724
RIM,R0,-37.06433855,-9.035036905
OCS,O0,-37.1432949,-9.060311032
RIM,R0,-37.22246881,-9.084895182
OCS,O0,-37.30185423,-9.108787481
RIM,R0,-37.38144512,-9.131986111
OCS,O0,-37.46123543,-9.154489305
RIM,R0,-37.54121907,-9.17629535
OCS,O0,-37.62138996,-9.197402584
RIM,R0,-37.70174199,-9.2178094
OCS,O0,-37.78226904,-9.237514244
RIM,R0,-37.86296498,-9.256515615
OCS,O0,-37.94382367,-9.274812068
RIM,R0,-38.02483894,-9.292402207
OCS,O0,-38.10600462,-9.309284694
RIM,R0,-38.18731454,-9.325458243
OCS,O0,-38.26876251,-9.340921622
RIM,R0,-38.35034231,-9.355673654
OCS,O0,-38.43204774,-9.369713215
RIM,R0,-38.51387258,-9.383039236
OCS,O0,-38.59581059,-9.395650702
RIM,R0,-38.67785554,-9.407546653
OCS,O0,-38.76000117,-9.418726183
RIM,R0,-38.84224124,-9.429188441
OCS,O0,-38.92456947,-9.438932629
RIM,R0,-39.0069796,-9.447958006
OCS,O0,-39.08946535,-9.456263884
RIM,R0,-39.17202044,-9.463849632
OCS,O0,-39.25463859,-9.47071467
RIM,R0,-39.3373135,-9.476858477
OCS,O0,-39.42003887,-9.482280585
RIM,R0,-39.50280842,-9.48698058
OCS,O0,-39.58561582,-9.490958105
RIM,R0,-39.66845478,-9.494212857
OCS,O0,-39.75131899,-9.496744587
RIM,R0,-39.83420214,-9.498553104
OCS,O0,-39.91709791,-9.499638269
RIM,R0,-40,-9.5
OCS,O0,-40.08290209,-9.499638269
RIM,R0,-40.16579786,-9.498553104
OCS,O0,-40.24868101,-9.496744587
RIM,R0,-40.33154522,-9.494212857
OCS,O0,-40.41438418,-9.490958105
RIM,R0,-40.49719158,-9.48698058
OCS,O0,-40.57996113,-9.482280585
RIM,R0,-40.6626865,-9.476858477
OCS,O0,-40.74536141,-9.47071467
RIM,R0,-40.82797956,-9.463849632
OCS,O0,-40.91053465,-9.456263884
RIM,R0,-40.9930204,-9.447958006
OCS,O0,-41.07543053,-9.438932629
RIM,R0,-41.15775876,-9.429188441
OCS,O0,-41.23999883,-9.418726183
RIM,R0,-41.32214446,-9.407546653
OCS,O0,-41.40418941,-9.395650702
RIM,R0,-41.48612742,-9.383039236
OCS,O0,-41.56795226,-9.369713215
RIM,R0,-41.64965769,-9.355673654
OCS,O0,-41.73123749,-9.340921622
RIM,R0,-41.81268546,-9.325458243
OCS,O0,-41.89399538,-9.309284694
RIM,R0,-41.97516106,-9.292402207
OCS,O0,-42.05617633,-9.274812068
RIM,R0,-42.13703502,-9.256515615
OCS,O0,-42.21773096,-9.237514244
RIM,R0,-42.29825801,-9.2178094
OCS,O0,-42.37861004,-9.197402584
RIM,R0,-42.45878093,-9.17629535
OCS,O0,-42.53876457,-9.154489305
RIM,R0,-42.61855488,-9.131986111
OCS,O0,-42.69814577,-9.108787481
RIM,R0,-42.77753119,-9.084895182
OCS,O0,-42.8567051,-9.060311032
RIM,R0,-42.93566145,-9.035036905
OCS,O0,-43.01439424,-9.009074724
RIM,R0,-43.09289747,-8.982426468
OCS,O0,-43.17116516,-8.955094165
RIM,R0,-43.24919136,-8.927079897
OCS,O0,-43.32697012,-8.898385798
RIM,R0,-43.40449552,-8.869014052
OCS,O0,-43.48176165,-8.838966896
RIM,R0,-43.55876264,-8.808246618
OCS,O0,-43.63549261,-8.776855559
RIM,R0,-43.71194572,-8.744796108
OCS,O0,-43.78811615,-8.712070707
RIM,R0,-43.86399811,-8.678681848
OCS,O0,-43.93958581,-8.644632073
RIM,R0,-44.01487349,-8.609923977
OCS,O0,-44.08985542,-8.574560201
RIM,R0,-44.16452589,-8.53854344
OCS,O0,-44.23887922,-8.501876435
RIM,R0,-44.31290975,-8.46456198
OCS,O0,-44.38661183,-8.426602915
RIM,R0,-44.45997985,-8.388002132
OCS,O0,-44.53300822,-8.34876257
RIM,R0,-44.60569139,-8.308887218
OCS,O0,-44.67802382,-8.268379111
RIM,R0,-44.75,-8.227241336
OCS,O0,-44.82161445,-8.185477024
RIM,R0,-44.89286171,-8.143089357
OCS,O0,-44.96373636,-8.100081561
RIM,R0,-45.03423301,-8.056456913
OCS,O0,-45.10434628,-8.012218735
RIM,R0,-45.17407083,-7.967370395
OCS,O0,-45.24340136,-7.92191531
RIM,R0,-45.31233258,-7.875856939
OCS,O0,-45.38085925,-7.829198792
RIM,R0,-45.44897615,-7.781944421
OCS,O0,-45.51667808,-7.734097424
RIM,R0,-45.5839599,-7.685661447
OCS,O0,-45.65081647,-7.636640176
RIM,R0,-45.71724272,-7.587037345
OCS,O0,-45.78323358,-7.536856733
RIM,R0,-45.84878402,-7.486102159
OCS,O0,-45.91388905,-7.43477749
RIM,R0,-45.97854371,-7.382886634
OCS,O0,-46.04274309,-7.330433542
RIM,R0,-46.10648229,-7.27742221
OCS,O0,-46.16975646,-7.223856673
RIM,R0,-46.23256078,-7.169741012
OCS,O0,-46.29489046,-7.115079347
RIM,R0,-46.35674076,-7.059875842
OCS,O0,-46.41810697,-7.0041347
RIM,R0,-46.47898442,-6.947860165
OCS,O0,-46.53936847,-6.891056525
RIM,R0,-46.59925452,-6.833728103
OCS,O0,-46.65863801,-6.775879267
RIM,R0,-46.71751442,-6.717514421
OCS,O0,-46.77587927,-6.658638011
RIM,R0,-46.8337281,-6.599254519
OCS,O0,-46.89105652,-6.539368469
RIM,R0,-46.94786017,-6.478984421
OCS,O0,-47.0041347,-6.418106972
RIM,R0,-47.05987584,-6.35674076
OCS,O0,-47.11507935,-6.294890458
RIM,R0,-47.16974101,-6.232560775
OCS,O0,-47.22385667,-6.169756459
RIM,R0,-47.27742221,-6.106482292
OCS,O0,-47.33043354,-6.042743093
RIM,R0,-47.38288663,-5.978543715
OCS,O0,-47.43477749,-5.913889048
RIM,R0,-47.48610216,-5.848784016
